0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,new term,int_rates_add_2pct
1478,112033117,,40000,40000,40000,60 months,15.05,952.65,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,660xx,KS,14.13,0,Apr-97,0,,,10,0,22633,65.2,43,w,None,17.05
1479,111976556,,9000,9000,9000,36 months,7.21,278.76,A,A3,Jun-17,Current,n,,credit_card,Credit card refinancing,606xx,IL,9.33,2,Oct-93,2,14,,10,0,11537,15.1,21,w,48 months,9.21
1480,112051044,,35000,35000,35000,60 months,17.09,871.54,D,D1,Jun-17,Fully Paid,n,,home_improvement,Home improvement,463xx,IN,11.93,1,Jun-06,0,12,,13,0,16773,39.9,28,w,None,19.09
1481,111863318,,18000,18000,18000,60 months,9.44,377.51,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,752xx,TX,15.97,0,Jul-98,0,,,10,0,28635,72.5,17,w,None,11.44
1482,111673450,,31225,31225,31225,60 months,20.0,827.28,D,D4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,903xx,CA,3.85,0,Jan-99,0,,72,6,2,6388,70.2,13,w,None,22.0
1483,112121047,,15000,15000,15000,60 months,9.93,318.19,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,297xx,SC,22.29,2,Jan-89,0,1,,16,0,67787,19.6,34,w,None,11.93
1484,112033428,,10000,10000,10000,36 months,7.97,313.23,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,060xx,CT,60.96,0,Sep-05,1,,,12,0,6158,25.8,25,w,48 months,9.969999999999999
1485,111928223,,22000,22000,22000,36 months,13.59,747.54,C,C2,Jun-17,Fully Paid,n,,home_improvement,Home improvement,233xx,VA,3.54,0,Nov-12,0,,,7,0,14417,44.1,7,w,None,15.59
1486,112043581,,10000,10000,10000,36 months,14.08,342.17,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,086xx,NJ,6.27,0,Aug-05,2,32,,22,0,8182,31.3,52,w,48 months,16.08
1487,112009017,,10000,10000,10000,36 months,9.93,322.35,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,902xx,CA,11.11,0,Apr-97,1,,85,11,1,10581,30.4,21,w,48 months,11.93
1488,112057877,,11200,11200,11200,60 months,18.06,284.78,D,D2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,616xx,IL,11.41,0,May-01,3,50,54,11,1,7582,42.8,30,w,None,20.06
1489,111926436,,5000,5000,5000,36 months,12.62,167.56,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,562xx,MN,5.79,0,Oct-98,2,58,104,5,1,3314,38.0,13,w,48 months,14.62
1490,111798554,,15000,15000,15000,36 months,11.99,498.15,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,328xx,FL,22.99,0,Aug-05,0,,,12,0,10217,44.0,23,w,48 months,13.99
1491,111592063,,12000,12000,12000,36 months,12.62,402.14,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,841xx,UT,6.45,1,Aug-06,0,23,97,3,1,9710,65.6,10,w,48 months,14.62
1492,111977814,,12000,12000,12000,36 months,12.62,402.14,C,C1,Jun-17,Current,n,,credit_card,Credit card refinancing,921xx,CA,22.38,2,Mar-02,0,20,,11,0,22491,58.1,14,w,48 months,14.62
1493,110393946,,9600,9600,9600,36 months,16.02,337.61,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,119xx,NY,14.71,0,Sep-81,1,,,4,0,7472,91.1,6,w,48 months,18.02
1494,112118257,,11000,11000,11000,36 months,16.02,386.84,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,114xx,NY,17.46,0,May-13,0,,,8,0,12403,61.4,9,w,48 months,18.02
1495,111701735,,35000,35000,35000,60 months,13.59,806.97,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,194xx,PA,13.57,0,Nov-00,0,,95,10,1,6132,25.3,20,w,None,15.59
1496,110321723,,35000,35000,35000,60 months,15.05,833.57,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,481xx,MI,17.27,0,May-07,2,,,24,0,51809,30.0,37,w,None,17.05
1497,112134221,,3300,3300,3300,36 months,5.32,99.38,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,946xx,CA,24.9,0,Oct-94,0,,,10,0,12381,27.9,25,w,48 months,7.32
1498,111956673,,16350,16350,16350,60 months,16.02,397.78,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,604xx,IL,32.0,0,Aug-97,0,,,16,0,16472,58.0,18,w,None,18.02
1499,111926382,,12000,12000,12000,36 months,7.35,372.45,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,985xx,WA,10.69,0,Dec-99,0,,,6,0,9590,71.6,10,w,48 months,9.35
1500,112131703,,6000,6000,6000,36 months,7.21,185.84,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,953xx,CA,9.0,0,May-03,1,26,81,14,1,1505,11.1,29,w,48 months,9.21
1501,112309115,,12000,12000,12000,36 months,15.05,416.28,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,327xx,FL,30.34,0,Jun-13,0,,,15,0,16161,28.6,20,w,48 months,17.05
1502,110672507,,40000,40000,40000,60 months,11.99,889.58,B,B5,Jun-17,Late (31-120 days),n,,major_purchase,Major purchase,912xx,CA,0.94,0,Aug-06,0,,,6,0,4039,3.4,12,w,None,13.99
1503,112035873,,32000,32000,32000,36 months,13.59,1087.33,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,604xx,IL,15.24,1,Sep-87,0,9,,8,0,27541,90.0,25,w,48 months,15.59
1504,111570202,,25975,25975,25975,60 months,16.02,631.94,C,C5,Jun-17,Current,n,,home_improvement,Home improvement,629xx,IL,23.85,0,May-00,0,29,,6,0,40674,81.2,33,w,None,18.02
1505,111671922,,13000,13000,13000,36 months,7.07,401.82,A,A2,Jun-17,Current,n,,major_purchase,Major purchase,917xx,CA,14.39,0,Aug-02,0,24,,11,0,5380,12.8,20,w,48 months,9.07
1506,112131525,,6000,6000,6000,36 months,7.21,185.84,A,A3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,313xx,GA,24.06,0,Dec-98,0,26,,40,0,78828,25.9,65,w,48 months,9.21
1507,111866798,,10000,10000,10000,36 months,10.42,324.65,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,027xx,MA,6.93,0,Apr-04,0,,,4,0,7713,58.4,12,w,48 months,12.42
1508,111847197,,10000,10000,10000,36 months,13.59,339.79,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,952xx,CA,12.33,0,Dec-93,2,41,,33,0,14467,31.2,49,w,48 months,15.59
1509,111090901,,23000,23000,23000,36 months,19.03,843.44,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,633xx,MO,30.75,0,Jan-04,3,,,25,0,45771,49.5,42,f,48 months,21.03
1510,112029034,,31200,31200,31200,60 months,19.03,809.87,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,119xx,NY,27.7,0,Nov-76,0,,,10,0,33324,75.6,20,w,None,21.03
1511,111788706,,8300,8300,8300,36 months,9.44,265.65,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,113xx,NY,17.72,0,Sep-06,0,,,5,0,8290,64.8,14,w,48 months,11.44
1512,111481670,,35000,35000,35000,60 months,12.62,789.57,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,15.44,1,Mar-91,0,21,,13,0,2254,14.6,32,w,None,14.62
1513,112134349,,40000,40000,40000,36 months,15.05,1387.6,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,335xx,FL,17.4,0,Oct-03,0,,,7,0,21678,92.2,19,w,48 months,17.05
1514,112041574,,2500,2500,2500,36 months,12.62,83.78,C,C1,Jun-17,Current,n,,home_improvement,Home improvement,293xx,SC,19.09,0,Mar-12,0,,,8,0,14653,74.8,11,w,48 months,14.62
1515,111630406,,1200,1200,1200,36 months,10.91,39.24,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,366xx,AL,21.56,0,Apr-14,3,,,14,0,772,3.2,18,w,48 months,12.91
1516,112042029,,35000,35000,35000,36 months,16.02,1230.85,C,C5,Jun-17,Fully Paid,n,,credit_card,Credit card refinancing,708xx,LA,17.34,0,Sep-03,0,26,,13,0,21133,73.1,24,w,None,18.02
1517,112053956,,18200,18200,18200,60 months,11.99,404.76,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,931xx,CA,8.54,0,Jul-07,0,,,6,0,18155,97.6,8,w,None,13.99
1518,112009061,,10000,10000,10000,36 months,9.93,322.35,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,553xx,MN,18.75,0,Aug-00,0,,75,15,1,8297,67.5,31,w,48 months,11.93
1519,111848436,,14400,14400,14400,36 months,16.02,506.41,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,850xx,AZ,26.4,0,Oct-98,1,,,42,0,23054,57.2,51,w,48 months,18.02
1520,111630863,,14400,14400,14400,60 months,13.59,332.01,C,C2,Jun-17,Current,n,,credit_card,Credit card refinancing,030xx,NH,3.27,0,Sep-97,0,34,89,11,1,14987,77.0,20,w,None,15.59
1521,111809340,,16000,16000,16000,36 months,10.42,519.44,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,770xx,TX,15.81,0,Sep-81,0,47,,7,0,14888,89.1,46,w,48 months,12.42
1522,111470447,,20000,20000,20000,60 months,11.99,444.79,B,B5,Jun-17,Current,n,,credit_card,Credit card refinancing,775xx,TX,4.89,0,Jan-04,1,,,8,0,7130,17.1,21,w,None,13.99
1523,111908141,,4200,4200,4200,36 months,14.08,143.71,C,C3,Jun-17,Current,n,,car,Car financing,934xx,CA,19.69,3,Dec-03,0,5,,11,0,6786,38.3,30,w,48 months,16.08
1524,112133453,,3025,3025,3025,36 months,9.93,97.51,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,303xx,GA,24.44,0,Feb-07,0,93,,11,0,3576,52.6,14,w,48 months,11.93
1525,112049211,,25000,25000,25000,60 months,13.59,576.41,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,151xx,PA,31.63,0,Sep-02,1,26,,11,0,11711,20.9,37,w,None,15.59
1526,111827723,,33575,33575,33575,36 months,21.45,1272.72,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,917xx,CA,21.17,0,Jul-99,0,,,6,0,41460,61.9,11,w,48 months,23.45
1527,112025746,,14000,14000,14000,36 months,21.45,530.7,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,233xx,VA,25.84,1,May-01,1,20,,11,0,4190,22.3,29,w,48 months,23.45
1528,111814843,,20000,20000,20000,60 months,17.09,498.02,D,D1,Jun-17,Current,n,,credit_card,Credit card refinancing,954xx,CA,22.95,1,Aug-03,0,19,,8,0,20385,83.9,17,w,None,19.09
1529,112059606,,6400,6400,6400,36 months,10.91,209.26,B,B4,Jun-17,Current,n,,home_improvement,Home improvement,029xx,RI,19.18,0,Sep-09,0,,,10,0,7972,83.0,14,w,48 months,12.91
1530,112131653,,16000,16000,16000,36 months,17.09,571.17,D,D1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,752xx,TX,31.32,0,Oct-96,0,,,18,0,47144,74.8,31,w,48 months,19.09
1531,110775341,,10000,10000,10000,36 months,5.32,301.15,A,A1,Jun-17,Current,n,,credit_card,Credit card refinancing,840xx,UT,20.6,0,Nov-73,0,,,18,0,5293,9.1,44,w,48 months,7.32
1532,111999193,,5600,5600,5600,36 months,9.93,180.52,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,890xx,NV,11.96,0,Apr-07,2,,,17,0,4291,12.2,26,w,48 months,11.93
1533,109652944,,6000,6000,6000,36 months,9.44,192.03,B,B1,Jun-17,Current,n,,major_purchase,Major purchase,813xx,CO,12.56,0,Sep-06,1,62,,8,0,8238,59.7,21,w,48 months,11.44
1534,111897116,,40000,40000,40000,60 months,16.02,973.15,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,882xx,NM,13.75,1,Oct-01,0,4,,9,0,15476,55.9,30,w,None,18.02
1535,111735507,,2050,2050,2050,36 months,10.42,66.56,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,324xx,FL,17.26,0,Mar-02,1,,80,9,1,2037,8.1,13,w,48 months,12.42
1536,111186417,,7000,7000,7000,36 months,9.93,225.65,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,309xx,GA,16.36,0,Nov-05,1,,74,9,1,5449,33.3,17,w,48 months,11.93
1537,112031461,,6000,6000,6000,36 months,9.93,193.41,B,B2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,194xx,PA,16.37,1,Jul-01,0,21,75,10,1,3935,36.1,17,w,48 months,11.93
1538,112134444,,6000,6000,6000,36 months,7.97,187.94,A,A5,Jun-17,Current,n,,credit_card,Credit card refinancing,328xx,FL,26.31,0,Aug-00,0,26,,14,0,13228,41.7,30,w,48 months,9.969999999999999
1539,112051149,,20000,20000,20000,60 months,9.44,419.46,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,334xx,FL,20.52,0,Oct-06,1,44,,23,0,34059,36.7,56,w,None,11.44
1540,111956657,,25000,25000,25000,36 months,7.07,772.73,A,A2,Jun-17,Fully Paid,n,,moving,Moving and relocation,926xx,CA,24.15,0,Sep-05,1,79,,19,0,1664,2.4,48,w,None,9.07
1541,112131586,,6500,6500,6500,36 months,19.03,238.37,D,D3,Jun-17,Fully Paid,n,,other,Other,925xx,CA,14.73,0,Dec-03,0,54,,6,0,12521,81.3,14,f,None,21.03
1542,112105194,,18000,18000,18000,60 months,12.62,406.07,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,276xx,NC,19.09,9,Aug-05,0,8,,9,0,1039,26.6,32,w,None,14.62
1543,111601879,,3050,3050,3050,36 months,23.88,119.47,E,E2,Jun-17,Charged Off,n,,debt_consolidation,Debt consolidation,377xx,TN,19.48,1,Nov-04,4,,71,11,1,3508,30.0,36,w,48 months,25.88
1544,112134318,,8500,8500,8500,36 months,7.35,263.82,A,A4,Jun-17,Current,n,,credit_card,Credit card refinancing,146xx,NY,22.54,0,Sep-04,0,,,12,0,8462,79.1,26,w,48 months,9.35
1545,111481702,,11250,11250,11250,36 months,17.09,401.6,D,D1,Jun-17,Fully Paid,n,,credit_card,Credit card refinancing,086xx,NJ,27.98,0,Oct-06,3,48,,19,0,19338,29.0,27,w,None,19.09
1546,111648612,,3600,3600,3600,36 months,19.03,132.02,D,D3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,457xx,OH,23.11,0,Feb-07,1,,42,12,1,2253,24.0,31,w,48 months,21.03
1547,111733614,,8000,8000,8000,36 months,13.59,271.84,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,280xx,NC,17.7,0,Aug-04,0,27,,10,0,13588,76.3,41,w,48 months,15.59
1548,111795916,,20000,20000,20000,36 months,7.97,626.46,A,A5,Jun-17,Fully Paid,n,,credit_card,Credit card refinancing,441xx,OH,22.69,0,Nov-95,1,,,12,0,46130,68.0,34,w,None,9.969999999999999
1549,112021434,,7500,7500,7500,36 months,10.42,243.49,B,B3,Jun-17,Current,n,,credit_card,Credit card refinancing,760xx,TX,25.07,0,May-05,1,,40,18,1,6942,51.0,55,w,48 months,12.42
1550,112119812,,3500,3500,3500,36 months,11.99,116.24,B,B5,Jun-17,Current,n,,other,Other,479xx,IN,20.09,0,Nov-81,2,52,,14,0,4024,7.1,42,w,48 months,13.99
1551,112029006,,40000,40000,40000,60 months,9.44,838.91,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,628xx,IL,19.01,0,Apr-99,1,,,8,0,16713,50.3,18,w,None,11.44
1552,112119298,,17225,17225,17225,36 months,11.99,572.04,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,193xx,PA,6.88,0,Jun-83,0,42,,12,0,13553,47.2,46,w,48 months,13.99
1553,111977475,,5000,5000,5000,36 months,16.02,175.84,C,C5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,930xx,CA,17.14,0,May-14,0,,,9,0,5099,16.7,12,w,48 months,18.02
1554,111697797,,19800,19800,19800,36 months,7.07,612.01,A,A2,Jun-17,Current,n,,vacation,Vacation,321xx,FL,14.63,0,Apr-90,0,,,10,0,10119,22.7,22,w,48 months,9.07
1555,112032403,,36000,36000,36000,60 months,10.42,772.36,B,B3,Jun-17,Current,n,,medical,Medical expenses,088xx,NJ,34.34,0,Jan-99,1,,,17,0,11067,13.6,26,w,None,12.42
1556,111683764,,15000,15000,15000,36 months,10.42,486.98,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,152xx,PA,23.68,0,Mar-81,2,32,62,20,1,18774,70.0,38,w,48 months,12.42
1557,111569167,,16000,16000,16000,36 months,11.99,531.36,B,B5,Jun-17,Fully Paid,n,,debt_consolidation,Debt consolidation,100xx,NY,13.85,0,Dec-01,0,41,,7,0,14869,84.0,14,w,None,13.99
1558,111818963,,25200,25200,25200,60 months,12.62,568.49,C,C1,Jun-17,Fully Paid,n,,car,Car financing,917xx,CA,21.0,0,May-07,0,,39,13,3,10455,25.4,24,w,None,14.62
1559,111886712,,20000,20000,20000,36 months,14.08,684.33,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,601xx,IL,11.31,0,Aug-93,2,,53,7,1,7784,69.0,40,w,48 months,16.08
1560,111571226,,16000,16000,16000,36 months,21.45,606.51,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,358xx,AL,18.04,0,Jun-08,0,,,6,0,3554,91.1,10,f,48 months,23.45
1561,110986938,,1500,1500,1500,36 months,7.07,46.37,A,A2,Jun-17,Current,n,,credit_card,Credit card refinancing,379xx,TN,3.43,0,Sep-94,0,,,6,0,3188,12.8,17,w,48 months,9.07
1562,112051454,,4800,4800,4800,36 months,9.44,153.63,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,481xx,MI,16.33,1,May-97,0,21,,8,0,6279,48.7,10,w,48 months,11.44
1563,111996508,,35000,35000,35000,36 months,9.93,1128.21,B,B2,Jun-17,Current,n,,credit_card,Credit card refinancing,117xx,NY,13.35,0,Sep-93,0,,,8,0,26538,88.2,13,w,48 months,11.93
1564,111916968,,28000,28000,28000,60 months,17.09,697.23,D,D1,Jun-17,Fully Paid,n,,home_improvement,Home improvement,926xx,CA,16.9,0,Jan-89,0,26,,12,0,192420,92.0,34,w,None,19.09
1565,111761119,,21000,21000,21000,36 months,16.02,738.51,C,C5,Jun-17,Current,n,,moving,Moving and relocation,300xx,GA,18.63,0,Jul-06,0,40,,12,0,7357,98.1,80,w,48 months,18.02
1566,111705919,,7625,7625,7625,36 months,30.75,326.84,F,F5,Jun-17,Current,n,,other,Other,066xx,CT,19.56,0,May-98,0,50,,13,0,13466,44.6,22,f,48 months,32.75
1567,111916073,,15000,15000,15000,36 months,11.99,498.15,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,5.47,3,Oct-02,0,14,,13,0,7351,94.2,27,w,48 months,13.99
1568,112031834,,18000,18000,18000,60 months,16.02,437.92,C,C5,Jun-17,Fully Paid,n,,home_improvement,Home improvement,173xx,PA,35.87,0,Dec-03,0,,97,13,1,14434,45.7,21,w,None,18.02
1569,110666897,,12000,12000,12000,36 months,5.32,361.38,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,226xx,VA,23.31,0,Mar-93,0,,,27,0,14667,14.0,63,w,48 months,7.32
1570,110628316,,20000,20000,20000,36 months,15.05,693.8,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,956xx,CA,13.56,0,Nov-96,0,,,17,0,46686,58.4,29,w,48 months,17.05
1571,111417687,,30000,30000,30000,60 months,14.08,699.3,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,852xx,AZ,33.62,1,Dec-03,2,10,,32,0,45773,61.6,51,w,None,16.08
1572,112051196,,5000,5000,5000,36 months,10.42,162.33,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,480xx,MI,12.99,0,Apr-10,0,47,63,8,1,1934,33.3,11,w,48 months,12.42
1573,111836442,,24000,24000,24000,36 months,5.32,722.76,A,A1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,302xx,GA,26.97,0,Apr-87,0,,,12,0,101138,81.0,31,w,48 months,7.32
1574,111976247,,20000,20000,20000,36 months,7.35,620.75,A,A4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,070xx,NJ,10.6,0,Jul-94,0,,,40,0,18904,16.2,52,w,48 months,9.35
1575,112116220,,40000,40000,40000,60 months,10.42,858.18,B,B3,Jun-17,Current,n,,major_purchase,Major purchase,934xx,CA,0.82,0,Nov-89,0,,,8,0,2536,4.9,15,w,None,12.42
1576,111651609,,14000,14000,14000,36 months,10.91,457.75,B,B4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,078xx,NJ,3.4,0,Feb-06,0,42,,4,0,3042,38.0,5,w,48 months,12.91
1577,111825167,,18000,18000,18000,60 months,19.03,467.23,D,D3,Jun-17,Current,n,,other,Other,088xx,NJ,10.53,0,Jun-12,1,,,11,0,13580,40.4,11,w,None,21.03
1578,110667766,,40000,40000,40000,60 months,14.08,932.39,C,C3,Jun-17,Current,n,,home_improvement,Home improvement,234xx,VA,5.41,1,Jul-01,3,16,,16,0,1387,2.6,28,w,None,16.08
1579,112147187,,20000,20000,20000,36 months,13.59,679.58,C,C2,Jun-17,Current,n,,debt_consolidation,Debt consolidation,463xx,IN,13.69,1,Aug-95,3,5,111,15,1,26342,38.9,30,w,48 months,15.59
1580,112134260,,11000,11000,11000,36 months,9.44,352.06,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,775xx,TX,17.76,0,Jul-06,0,,,12,0,8132,17.2,20,w,48 months,11.44
1581,111856573,,10000,10000,10000,60 months,15.05,238.17,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,349xx,FL,19.79,0,Apr-02,0,71,91,9,1,10679,91.3,16,w,None,17.05
1582,112053113,,18350,18350,18350,60 months,14.08,427.74,C,C3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,070xx,NJ,25.14,0,Sep-02,2,60,,16,0,21131,54.0,25,w,None,16.08
1583,110734211,,8000,8000,8000,36 months,9.93,257.88,B,B2,Jun-17,Current,n,,home_improvement,Home improvement,972xx,OR,8.34,0,Mar-03,1,41,,11,0,7649,46.9,19,w,48 months,11.93
1584,111590684,,15000,15000,15000,36 months,12.62,502.67,C,C1,Jun-17,Current,n,,medical,Medical expenses,940xx,CA,36.0,0,Nov-89,0,,,4,0,3612,39.3,5,w,48 months,14.62
1585,111845334,,20000,20000,20000,60 months,15.05,476.33,C,C4,Jun-17,Current,n,,credit_card,Credit card refinancing,334xx,FL,15.16,0,Mar-06,0,,104,12,1,11186,43.4,15,w,None,17.05
1586,111938345,,3500,3500,3500,36 months,9.93,112.83,B,B2,Jun-17,Fully Paid,n,,medical,Medical expenses,913xx,CA,6.67,0,Aug-02,2,,86,14,1,19501,44.4,19,w,None,11.93
1587,111898928,,15000,15000,15000,36 months,10.42,486.98,B,B3,Jun-17,Current,n,,debt_consolidation,Debt consolidation,895xx,NV,8.19,0,Aug-00,0,66,,5,0,2577,75.8,20,w,48 months,12.42
1588,111976479,,1000,1000,1000,36 months,20.0,37.17,D,D4,Jun-17,Charged Off,n,,vacation,Vacation,152xx,PA,17.47,0,Jun-06,1,32,,9,0,3114,30.2,38,w,48 months,22.0
1589,112050681,,9700,9700,9700,36 months,12.62,325.06,C,C1,Jun-17,Current,n,,other,Other,492xx,MI,1.49,0,Feb-08,0,,,6,0,19,0.0,9,w,48 months,14.62
1590,111429447,,36000,36000,36000,36 months,9.44,1152.18,B,B1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,100xx,NY,14.81,0,May-91,1,50,,16,0,48255,33.6,29,w,48 months,11.44
1591,112131558,,21600,21600,21600,36 months,21.45,818.79,D,D5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,018xx,MA,12.94,0,Mar-06,0,,,6,0,6372,101.1,13,w,48 months,23.45
1592,110985262,,12000,12000,12000,36 months,10.91,392.36,B,B4,Jun-17,Current,n,,credit_card,Credit card refinancing,925xx,CA,8.97,0,Sep-05,0,,67,10,2,11438,60.8,15,w,48 months,12.91
1593,111406765,,33600,33600,33600,60 months,25.82,1002.43,E,E4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,109xx,NY,14.29,0,Jan-11,1,,,9,0,13047,76.3,13,w,None,27.82
1594,112259114,,6025,6025,6025,36 months,16.02,211.89,C,C5,Jun-17,Current,n,,home_improvement,Home improvement,019xx,MA,31.25,0,May-03,0,,,22,0,30534,57.4,32,w,48 months,18.02
1595,111959183,,6000,6000,6000,36 months,12.62,201.07,C,C1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,323xx,FL,25.19,0,May-09,0,,,6,0,7789,88.5,6,w,48 months,14.62
1596,112133367,,3000,3000,3000,36 months,9.44,96.02,B,B1,Jun-17,Current,n,,credit_card,Credit card refinancing,327xx,FL,5.56,0,Jul-07,0,,,9,0,7669,52.2,15,w,48 months,11.44
1597,110621269,,10000,10000,10000,36 months,7.97,313.23,A,A5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,333xx,FL,20.23,1,Dec-94,0,22,,9,0,10997,59.4,19,w,48 months,9.969999999999999
1598,111424970,,10000,10000,10000,60 months,16.02,243.29,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,571xx,SD,21.41,0,Aug-07,0,,,5,0,8784,73.2,8,w,None,18.02
1599,111611162,,12000,12000,12000,60 months,16.02,291.95,C,C5,Jun-17,Current,n,,credit_card,Credit card refinancing,731xx,OK,15.36,0,Aug-07,0,44,,15,0,9766,78.8,38,w,None,18.02
1600,112006454,,35000,35000,35000,60 months,17.09,871.54,D,D1,Jun-17,Current,n,,debt_consolidation,Debt consolidation,372xx,TN,20.57,0,Sep-99,1,,,17,0,51490,102.0,36,w,None,19.09
1601,110478999,,10000,10000,10000,36 months,15.05,346.9,C,C4,Jun-17,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,16.4,2,Jun-99,0,10,,7,0,3195,34.4,8,w,48 months,17.05
1602,112131723,,4000,4000,4000,36 months,14.08,136.87,C,C3,Jun-17,Current,n,,credit_card,Credit card refinancing,489xx,MI,15.73,0,May-12,2,,,8,0,5349,84.9,8,w,48 months,16.08
1603,112036132,,11000,11000,11000,36 months,11.99,365.31,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,113xx,NY,13.38,0,Aug-12,0,,,6,0,11444,46.5,12,w,48 months,13.99
1604,112034584,,12000,12000,12000,36 months,13.59,407.75,C,C2,Jun-17,Current,n,,credit_card,Credit card refinancing,606xx,IL,24.48,0,Aug-01,0,53,,19,0,22581,38.2,46,w,48 months,15.59
1605,110077829,,5600,5600,5600,36 months,11.99,185.98,B,B5,Jun-17,Current,n,,debt_consolidation,Debt consolidation,054xx,VT,23.77,0,Nov-04,0,,,16,0,20918,96.8,29,w,48 months,13.99
1606,111916507,,12000,12000,12000,60 months,13.59,276.68,C,C2,Jun-17,Current,n,,home_improvement,Home improvement,788xx,TX,24.82,0,Sep-03,0,76,,13,0,41345,84.2,36,w,None,15.59
